nim,nama,angkatan,prodi,status,kota_asal,tanggal_masuk
2310065,Yal Wulandari,2023,Sains Data,AKTIF,Bandung,2023-08-01
2310066,Hir Lestari,2023,Sains Data,AKTIF,Semarang,2023-08-01
2310067,Ceb Anggraini,2023,Sains Data,lulus,Yogyakarta,2023-08-01
2310068,Ier Anggraini,2023,Sains Data,Aktif,Makassar,2023-08-01
2310069,Dog Hidayat,2023,Sains Data,lulus,Jakarta,2023-08-01
2310070,Bak Ramadhan,2023,Sains Data,AKTIF,Bandung,2023-08-01
2310071,Lob Sari,2023,Sains Data,Cuti,Medan,2023-08-01
2310072,Bek Wijaya,2023,Sains Data,aktif,Bandung,2023-08-01
2310073,Sed Saputra,2023,Sains Data,lulus,,2023-08-01
2310074,Yik Ramadhan,2023,Sains Data,AKTIF,Yogyakarta,2023-08-01
2310075,Jad Anggraini,2023,Sains Data,lulus,Surabaya,2023-08-01
2310076,Joh Kusuma,2023,Sains Data,cuti,Semarang,2023-08-01
2310077,Kod Lestari,2023,Sains Data,Aktif,Yogyakarta,2023-08-01
2310078,Iat Putra,2023,Sains Data,Lulus,Makassar,2023-08-01
2310079,Gol Firdaus,2023,Sains Data,Aktif,Surabaya,2023-08-01
2310080,Dib Pratama,2023,Sains Data,Lulus,Yogyakarta,2023-08-01
2310081,Tay Lestari,2023,Sains Data,aktif,Kupang,2023-08-01
2310082,Aub Nugroho,2023,Sains Data,do,Makassar,2023-08-01
2310083,Dew Sari,2023,Sains Data,Lulus,Semarang,2023-08-01
2310084,Yor Kusuma,2023,Sains Data,Aktif,Bandung,2023-08-01
2310085,Iem Maulana,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310086,Aem Kusuma,2023,Sains Data,Lulus,Medan,2023-08-01
2310087,Rak Anggraini,2023,Sains Data,do,Surabaya,2023-08-01
2310088,Yiw Wulandari,2023,Sains Data,do,Jakarta,2023-08-01
2310089,Dow Ramadhan,2023,Sains Data,Aktif,Surabaya,2023-08-01
2310090,Pul Saputra,2023,Sains Data,do,Semarang,2023-08-01
2310091,Dul Lestari,2023,Sains Data,Cuti,,2023-08-01
2310092,Hiy Saputra,2023,Sains Data,do,Surabaya,2023-08-01
2310093,Siw Pratama,2023,Sains Data,aktif,Kupang,2023-08-01
2310094,Tan Firdaus,2023,Sains Data,Aktif,Makassar,2023-08-01
2310095,Kon Kusuma,2023,Sains Data,Lulus,Bandung,2023-08-01
2310096,Jup Firdaus,2023,Sains Data,aktif,Jakarta,2023-08-01
2310097,Pel Saputra,2023,Sains Data,do,Yogyakarta,2023-08-01
2310098,Lak Wijaya,2023,Sains Data,Lulus,Semarang,2023-08-01
2310099,Sek Putra,2023,Sains Data,aktif,Yogyakarta,2023-08-01
2310100,Bil Kusuma,2023,Sains Data,Lulus,Kupang,2023-08-01
2310101,Goh Wulandari,2023,Sains Data,AKTIF,Medan,2023-08-01
2310102,Wuk Putra,2023,Sains Data,aktif,Medan,2023-08-01
2310103,Fam Pratama,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310104,Tug Lestari,2023,Sains Data,aktif,Semarang,2023-08-01
2310105,Lud Wijaya,2023,Sains Data,AKTIF,Bandung,2023-08-01
2310106,Fak Maulana,2023,Sains Data,cuti,Surabaya,2023-08-01
2310107,Muh Kusuma,2023,Sains Data,cuti,Medan,2023-08-01
2310108,Wit Saputra,2023,Sains Data,Aktif,Makassar,2023-08-01
2310109,Iak Kusuma,2023,Sains Data,aktif,Yogyakarta,2023-08-01
2310110,Iem Wijaya,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310111,Mik Maulana,2023,Sains Data,do,Bandung,2023-08-01
2310112,Don Sari,2023,Sains Data,lulus,Medan,2023-08-01
2310113,Yiy Lestari,2023,Sains Data,aktif,Surabaya,2023-08-01
2310114,Wur Anggraini,2023,Sains Data,Cuti,Yogyakarta,2023-08-01
2310115,Hik Maulana,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310116,Nom Rahmawati,2023,Sains Data,lulus,Yogyakarta,2023-08-01
2310117,Jop Ramadhan,2023,Sains Data,Cuti,Medan,2023-08-01
2310118,Dup Lestari,2023,Sains Data,Aktif,Semarang,2023-08-01
2310119,Jin Wulandari,2023,Sains Data,Aktif,Yogyakarta,2023-08-01
2310120,Yet Maulana,2023,Sains Data,cuti,Yogyakarta,2023-08-01
2310121,Sek Rahmawati,2023,Sains Data,Lulus,Semarang,2023-08-01
2310122,Dad Lestari,2023,Sains Data,aktif,Makassar,2023-08-01
2310123,Eur Hidayat,2023,Sains Data,cuti,Semarang,2023-08-01
2310124,Eit Nugroho,2023,Sains Data,Lulus,Kupang,2023-08-01
2310125,Yid Lestari,,Sains Data,Cuti,Semarang,2023-08-01
2310126,Aan Putra,2023,Sains Data,Aktif,Jakarta,2023-08-01
2310127,Fed Kusuma,2023,Sains Data,cuti,Kupang,2023-08-01
2310128,Pes Sari,2023,Sains Data,do,Bandung,2023-08-01
2310129,Ded Anggraini,2023,Sains Data,aktif,Makassar,2023-08-01
2310130,Nih Wulandari,2023,Sains Data,Cuti,Semarang,2023-08-01
2310131,Mon Pratama,2023,Sains Data,Cuti,Kupang,2023-08-01
2310132,Som Nugroho,2023,Sains Data,do,Yogyakarta,2023-08-01
2310133,Com Wijaya,2023,Sains Data,lulus,Makassar,2023-08-01
2310134,Cal Anggraini,2023,Sains Data,Lulus,Jakarta,2023-08-01
2310135,Jik Pratama,2023,Sains Data,cuti,Kupang,2023-08-01
2310136,Toh Hidayat,2023,Sains Data,aktif,Kupang,2023-08-01
2310137,Sor Ramadhan,2023,Sains Data,Lulus,Semarang,2023-08-01
2310138,Kas Wijaya,2023,Sains Data,Lulus,Surabaya,2023-08-01
2310139,Yim Wijaya,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310140,Cud Kusuma,2023,Sains Data,Cuti,Medan,2023-08-01
2310141,Ren Saputra,2023,Sains Data,do,Yogyakarta,2023-08-01
2310142,Aay Rahmawati,2023,Sains Data,AKTIF,Bandung,2023-08-01
2310143,Gur Anggraini,2023,Sains Data,Cuti,Medan,2023-08-01
2310144,Eih Pratama,2023,Sains Data,aktif,Semarang,2023-08-01
2310145,Pol Lestari,2023,Sains Data,do,Yogyakarta,2023-08-01
2310146,Eeg Lestari,2023,Sains Data,do,Yogyakarta,2023-08-01
2310147,Mer Saputra,2023,Sains Data,aktif,Medan,2023-08-01
2310148,Aen Hidayat,2023,Sains Data,do,Surabaya,2023-08-01
2310149,Top Putra,2023,Sains Data,Aktif,Bandung,2023-08-01
2310150,Son Lestari,2023,Sains Data,lulus,Yogyakarta,2023-08-01
2310151,Tom Kusuma,2023,Sains Data,Cuti,,2023-08-01
2310152,Aew Rahmawati,2023,Sains Data,lulus,Semarang,2023-08-01
2310153,Del Rahmawati,2023,Sains Data,Aktif,Surabaya,2023-08-01
2310154,Nul Putra,2023,Sains Data,AKTIF,Kupang,2023-08-01
2310155,Bid Anggraini,2023,Sains Data,AKTIF,Yogyakarta,2023-08-01
2310156,Eaw Anggraini,2023,Sains Data,AKTIF,Semarang,2023-08-01
2310157,Kir Rahmawati,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310158,Sun Hidayat,2023,Sains Data,aktif,Surabaya,2023-08-01
2310159,Yup Anggraini,2023,Sains Data,Aktif,Bandung,2023-08-01
2310160,Sem Sari,2023,Sains Data,aktif,Makassar,2023-08-01
2310161,Iay Saputra,2023,Sains Data,lulus,Bandung,2023-08-01
2310162,Tat Ramadhan,2023,Sains Data,Cuti,Bandung,2023-08-01
2310163,Mow Rahmawati,2023,Sains Data,AKTIF,Makassar,2023-08-01
2310164,Eob Nugroho,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310165,Wob Sari,2023,Sains Data,lulus,Surabaya,2023-08-01
2310166,Cab Nugroho,2023,Sains Data,aktif,Bandung,2023-08-01
2310167,Yor Firdaus,2023,Sains Data,aktif,,2023-08-01
2310168,Fed Firdaus,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310169,Nib Nugroho,2023,Sains Data,lulus,Semarang,2023-08-01
2310170,Nob Rahmawati,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310171,Tem Wijaya,2023,Sains Data,Lulus,Yogyakarta,2023-08-01
2310172,Sak Pratama,2023,Sains Data,aktif,Kupang,2023-08-01
2310173,Reg Hidayat,2023,Sains Data,Aktif,Yogyakarta,2023-08-01
2310174,Lom Hidayat,2023,Sains Data,Cuti,Yogyakarta,2023-08-01
2310175,Yik Ramadhan,2023,Sains Data,Aktif,Jakarta,2023-08-01
2310176,Gom Lestari,2023,Sains Data,do,,2023-08-01
2310177,Yop Kusuma,2023,Sains Data,AKTIF,Medan,2023-08-01
2310178,Jek Rahmawati,2023,Sains Data,Aktif,Jakarta,2023-08-01
2310179,Eul Ramadhan,,Sains Data,do,Yogyakarta,2023-08-01
2310180,Lin Sari,2023,Sains Data,aktif,Yogyakarta,2023-08-01
2310181,Aog Putra,2023,Sains Data,Lulus,Surabaya,2023-08-01
2310182,Gep Wijaya,2023,Sains Data,AKTIF,Surabaya,2023-08-01
2310183,Tiy Maulana,2023,Sains Data,aktif,Yogyakarta,2023-08-01
2310184,Col Wijaya,2023,Sains Data,Lulus,Semarang,2023-08-01
2310185,Bew Firdaus,2023,Sains Data,AKTIF,Surabaya,2023-08-01
2310186,Mow Maulana,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310187,Tiy Saputra,2023,Sains Data,aktif,Surabaya,2023-08-01
2310188,Tud Kusuma,2023,Sains Data,AKTIF,Makassar,2023-08-01
2310189,Tap Rahmawati,2023,Sains Data,cuti,Surabaya,2023-08-01
2310190,Ion Wijaya,2023,Sains Data,AKTIF,Semarang,2023-08-01
2310191,Hut Putra,2023,Sains Data,cuti,Yogyakarta,2023-08-01
2310192,Sir Sari,2023,Sains Data,do,Makassar,2023-08-01
2310193,Bem Putra,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310194,Ser Wulandari,2023,Sains Data,Cuti,Semarang,2023-08-01
2310195,Pus Nugroho,2023,Sains Data,Cuti,Semarang,2023-08-01
2310196,Jiw Wijaya,2023,Sains Data,lulus,Surabaya,2023-08-01
2310197,Deh Saputra,2023,Sains Data,do,Makassar,2023-08-01
2310198,Gos Hidayat,2023,Sains Data,do,Surabaya,2023-08-01
2310199,Cow Ramadhan,2023,Sains Data,Cuti,Medan,2023-08-01
2310200,Ial Anggraini,2023,Sains Data,lulus,Surabaya,2023-08-01
2310201,Rel Kusuma,2023,Sains Data,Cuti,Semarang,2023-08-01
2310202,Cum Wulandari,2023,Sains Data,aktif,Semarang,2023-08-01
2310203,Mah Anggraini,2023,Sains Data,do,Jakarta,2023-08-01
2310204,Fid Hidayat,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310205,Eow Firdaus,2023,Sains Data,Aktif,Bandung,2023-08-01
2310206,Iag Wijaya,2023,Sains Data,do,Surabaya,2023-08-01
2310207,Piy Wijaya,2023,Sains Data,AKTIF,Yogyakarta,2023-08-01
2310208,Ced Maulana,2023,Sains Data,aktif,Kupang,2023-08-01
2310209,Ran Rahmawati,2023,Sains Data,AKTIF,Bandung,2023-08-01
2310210,Jip Kusuma,2023,Sains Data,Cuti,Yogyakarta,2023-08-01
2310211,Sed Wijaya,2023,Sains Data,aktif,Kupang,2023-08-01
2310212,Wid Sari,2023,Sains Data,Aktif,Surabaya,2023-08-01
2310213,Had Lestari,2023,Sains Data,Lulus,Jakarta,2023-08-01
2310214,Hol Nugroho,2023,Sains Data,aktif,Semarang,2023-08-01
2310215,Duh Kusuma,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310216,Map Firdaus,2023,Sains Data,Cuti,Bandung,2023-08-01
2310217,Iow Wulandari,2023,Sains Data,Aktif,Jakarta,2023-08-01
2310218,Lad Hidayat,2023,Sains Data,Lulus,Jakarta,2023-08-01
2310219,Gih Firdaus,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310220,Him Maulana,2023,Sains Data,Cuti,Kupang,2023-08-01
2310221,Lir Sari,2023,Sains Data,do,Kupang,2023-08-01
2310222,Bup Wijaya,2023,Sains Data,lulus,Yogyakarta,2023-08-01
2310223,Heb Ramadhan,,Sains Data,Lulus,Medan,2023-08-01
2310224,Lus Saputra,2023,Sains Data,aktif,Surabaya,2023-08-01
2310225,Koy Wijaya,2023,Sains Data,cuti,Jakarta,2023-08-01
2310226,Tuw Wijaya,2023,Sains Data,lulus,Jakarta,2023-08-01
2310227,Nid Sari,2023,Sains Data,Cuti,Makassar,2023-08-01
2310228,Niy Wijaya,2023,Sains Data,lulus,Kupang,2023-08-01
2310229,Mub Sari,2023,Sains Data,aktif,Jakarta,2023-08-01
2310230,Pah Kusuma,2023,Sains Data,aktif,Jakarta,2023-08-01
2310231,Jik Wijaya,2023,Sains Data,Lulus,Jakarta,2023-08-01
2310232,Yat Nugroho,2023,Sains Data,aktif,Surabaya,2023-08-01
2310233,Som Saputra,2023,Sains Data,aktif,Bandung,2023-08-01
2310234,Cab Putra,2023,Sains Data,AKTIF,Makassar,2023-08-01
2310235,Wod Lestari,2023,Sains Data,Lulus,Surabaya,2023-08-01
2310236,Eud Rahmawati,2023,Sains Data,aktif,Medan,2023-08-01
2310237,Ioh Saputra,2023,Sains Data,Lulus,Makassar,2023-08-01
2310238,Gih Firdaus,2023,Sains Data,Cuti,Semarang,2023-08-01
2310239,Hap Maulana,2023,Sains Data,cuti,Jakarta,2023-08-01
2310240,Yal Saputra,2023,Sains Data,AKTIF,Kupang,2023-08-01
2310241,Can Maulana,2023,Sains Data,Aktif,Surabaya,2023-08-01
2310242,Dul Wijaya,2023,Sains Data,do,Yogyakarta,2023-08-01
2310243,Fib Wijaya,2023,Sains Data,aktif,Surabaya,2023-08-01
2310244,Kiy Anggraini,2023,Sains Data,lulus,Jakarta,2023-08-01
2310245,Mum Kusuma,2023,Sains Data,lulus,Semarang,2023-08-01
2310246,Wuw Wijaya,2023,Sains Data,Cuti,Makassar,2023-08-01
2310247,Eew Pratama,2023,Sains Data,AKTIF,Kupang,2023-08-01
2310248,Aap Pratama,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310249,Nok Nugroho,2023,Sains Data,lulus,Medan,2023-08-01
2310250,Ris Pratama,2023,Sains Data,Lulus,Surabaya,2023-08-01
2310251,Huw Saputra,2023,Sains Data,do,Jakarta,2023-08-01
2310252,Hig Lestari,2023,Sains Data,Cuti,Makassar,2023-08-01
2310253,Hin Kusuma,2023,Sains Data,do,Yogyakarta,2023-08-01
2310254,Hot Maulana,2023,Sains Data,Aktif,Jakarta,2023-08-01
2310255,Wak Wijaya,2023,Sains Data,aktif,Surabaya,2023-08-01
2310256,Had Anggraini,2023,Sains Data,aktif,Surabaya,2023-08-01
2310257,Ped Nugroho,2023,Sains Data,aktif,Yogyakarta,2023-08-01
2310258,Auh Hidayat,2023,Sains Data,Aktif,Yogyakarta,2023-08-01
2310259,Gas Wulandari,2023,Sains Data,lulus,Bandung,2023-08-01
2310260,Teb Saputra,2023,Sains Data,lulus,Semarang,2023-08-01
2310261,Heb Sari,2023,Sains Data,Lulus,Yogyakarta,2023-08-01
2310262,Duy Kusuma,2023,Sains Data,do,Kupang,2023-08-01
2310263,Nay Wulandari,2023,Sains Data,cuti,Makassar,2023-08-01
2310264,Aod Ramadhan,2023,Sains Data,lulus,Jakarta,2023-08-01
2310265,Dew Kusuma,2023,Sains Data,aktif,Surabaya,2023-08-01
2310266,Yak Anggraini,2023,Sains Data,lulus,Bandung,2023-08-01
2310267,Gel Saputra,2023,Sains Data,lulus,Jakarta,2023-08-01
2310268,Eel Sari,2023,Sains Data,cuti,Yogyakarta,2023-08-01
2310269,Peh Wulandari,2023,Sains Data,lulus,Surabaya,2023-08-01
2310270,Yan Pratama,2023,Sains Data,cuti,Bandung,2023-08-01
2310271,Gid Ramadhan,2023,Sains Data,Cuti,Semarang,2023-08-01
2310272,Ner Maulana,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310273,Gob Putra,2023,Sains Data,aktif,Semarang,2023-08-01
2310274,Lol Hidayat,2023,Sains Data,AKTIF,Semarang,2023-08-01
2310275,Yik Sari,,Sains Data,AKTIF,Yogyakarta,2023-08-01
2310276,Hig Nugroho,2023,Sains Data,aktif,Medan,2023-08-01
2310277,Jiy Pratama,2023,Sains Data,Lulus,Makassar,2023-08-01
2310278,Yud Maulana,2023,Sains Data,lulus,,2023-08-01
2310279,Jeh Sari,2023,Sains Data,Aktif,Semarang,2023-08-01
2310280,Bid Rahmawati,2023,Sains Data,lulus,Kupang,2023-08-01
2310281,Cus Sari,2023,Sains Data,cuti,Yogyakarta,2023-08-01
2310282,Hat Sari,2023,Sains Data,Cuti,Makassar,2023-08-01
2310283,Seh Rahmawati,2023,Sains Data,Cuti,Jakarta,2023-08-01
2310284,Tud Maulana,2023,Sains Data,lulus,Yogyakarta,2023-08-01
2310285,Kin Firdaus,2023,Sains Data,AKTIF,Yogyakarta,2023-08-01
2310286,Huw Ramadhan,2023,Sains Data,aktif,Semarang,2023-08-01
2310287,Nut Anggraini,2023,Sains Data,Lulus,Surabaya,2023-08-01
2310288,Jun Hidayat,2023,Sains Data,AKTIF,Surabaya,2023-08-01
2310289,Nak Putra,2023,Sains Data,Cuti,Bandung,2023-08-01
2310290,Jow Saputra,2023,Sains Data,lulus,Medan,2023-08-01
2310291,Lit Wulandari,2023,Sains Data,cuti,Surabaya,2023-08-01
2310292,Nen Saputra,2023,Sains Data,lulus,Semarang,2023-08-01
2310293,Dat Nugroho,2023,Sains Data,AKTIF,Medan,2023-08-01
2310294,Meb Nugroho,2023,Sains Data,AKTIF,Jakarta,2023-08-01
2310295,Eas Wulandari,2023,Sains Data,AKTIF,,2023-08-01
2310296,Das Ramadhan,2023,Sains Data,do,Medan,2023-08-01
2310297,Eor Anggraini,2023,Sains Data,cuti,Surabaya,2023-08-01
2310298,Wis Saputra,2023,Sains Data,Aktif,Makassar,2023-08-01
2310299,Hat Pratama,2023,Sains Data,aktif,Medan,2023-08-01
2310300,Sem Firdaus,2023,Sains Data,Cuti,Medan,2023-08-01
2410001,Gay Lestari,2024,Sains Data,Cuti,Bandung,2024-08-01
2410002,Pet Pratama,2024,Sains Data,lulus,Medan,2024-08-01
2410003,Aur Lestari,2024,Sains Data,AKTIF,Makassar,2024-08-01
2410004,Men Rahmawati,2024,Sains Data,Cuti,Surabaya,2024-08-01
2410005,Wid Pratama,2024,Sains Data,do,Bandung,2024-08-01
2410006,Fep Anggraini,2024,Sains Data,do,,2024-08-01
2410007,Jel Hidayat,2024,Sains Data,cuti,Jakarta,2024-08-01
2410008,Gep Pratama,2024,Sains Data,do,Medan,2024-08-01
2410009,Iay Lestari,2024,Sains Data,lulus,Makassar,2024-08-01
2410010,Nub Hidayat,2024,Sains Data,Cuti,Bandung,2024-08-01
2410011,Nug Hidayat,2024,Sains Data,Cuti,Yogyakarta,2024-08-01
2410012,Yub Nugroho,2024,Sains Data,AKTIF,Semarang,2024-08-01
2410013,Fos Wijaya,2024,Sains Data,Lulus,Bandung,2024-08-01
2410014,Pes Anggraini,2024,Sains Data,cuti,Kupang,2024-08-01
2410015,Aos Pratama,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410016,Ret Anggraini,2024,Sains Data,lulus,Jakarta,2024-08-01
2410017,Kis Sari,2024,Sains Data,do,Semarang,2024-08-01
2410018,Luy Lestari,2024,Sains Data,Lulus,Bandung,2024-08-01
2410019,Ruk Pratama,2024,Sains Data,lulus,Yogyakarta,2024-08-01
2410020,New Kusuma,2024,Sains Data,lulus,Medan,2024-08-01
2410021,Gor Anggraini,2024,Sains Data,Lulus,Surabaya,2024-08-01
2410022,Fed Maulana,2024,Sains Data,Cuti,Bandung,2024-08-01
2410023,Men Anggraini,2024,Sains Data,do,Makassar,2024-08-01
2410024,Bey Wulandari,2024,Sains Data,Cuti,Bandung,2024-08-01
2410025,Lig Nugroho,2024,Sains Data,Lulus,Semarang,2024-08-01
2410026,Yan Firdaus,2024,Sains Data,cuti,Surabaya,2024-08-01
2410027,Wey Saputra,2024,Sains Data,lulus,,2024-08-01
2410028,Led Wijaya,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410029,Low Wulandari,2024,Sains Data,AKTIF,Yogyakarta,2024-08-01
2410030,Sem Anggraini,2024,Sains Data,cuti,Medan,2024-08-01
2410031,Lan Nugroho,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410032,Eap Rahmawati,2024,Sains Data,do,Kupang,2024-08-01
2410033,Pen Kusuma,2024,Sains Data,Lulus,Makassar,2024-08-01
2410034,Tin Ramadhan,2024,Sains Data,Aktif,Bandung,2024-08-01
2410035,Kum Rahmawati,2024,Sains Data,Cuti,Makassar,2024-08-01
2410036,Aab Nugroho,2024,Sains Data,AKTIF,Medan,2024-08-01
2410037,Fas Anggraini,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410038,Wob Lestari,2024,Sains Data,Lulus,Bandung,2024-08-01
2410039,Aem Kusuma,2024,Sains Data,lulus,Medan,2024-08-01
2410040,Jeb Saputra,2024,Sains Data,Cuti,Makassar,2024-08-01
2410041,Gow Wulandari,2024,Sains Data,Lulus,Makassar,2024-08-01
2410042,Map Wijaya,2024,Sains Data,aktif,Surabaya,2024-08-01
2410043,Fed Pratama,2024,Sains Data,aktif,Jakarta,2024-08-01
2410044,Sim Firdaus,2024,Sains Data,Aktif,Bandung,2024-08-01
2410045,Gok Sari,2024,Sains Data,do,Surabaya,2024-08-01
2410046,Lab Maulana,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410047,Fum Firdaus,2024,Sains Data,AKTIF,Medan,2024-08-01
2410048,Fog Wijaya,2024,Sains Data,Aktif,Semarang,2024-08-01
2410049,Kos Lestari,2024,Sains Data,cuti,Medan,2024-08-01
2410050,Rup Wulandari,2024,Sains Data,Lulus,Medan,2024-08-01
2410051,Yol Hidayat,2024,Sains Data,aktif,Semarang,2024-08-01
2410052,Seg Wijaya,2024,Sains Data,Cuti,Makassar,2024-08-01
2410053,Sos Putra,2024,Sains Data,aktif,Bandung,2024-08-01
2410054,Pob Saputra,2024,Sains Data,lulus,Bandung,2024-08-01
2410055,Dal Anggraini,2024,Sains Data,cuti,Makassar,2024-08-01
2410056,Mop Lestari,2024,Sains Data,do,Bandung,2024-08-01
2410057,Rip Maulana,2024,Sains Data,aktif,Medan,2024-08-01
2410058,Gey Sari,2024,Sains Data,cuti,Yogyakarta,2024-08-01
2410059,Ced Maulana,2024,Sains Data,AKTIF,Medan,2024-08-01
2410060,Nuk Hidayat,2024,Sains Data,Cuti,Semarang,2024-08-01
2410061,Rit Nugroho,2024,Sains Data,Lulus,Makassar,2024-08-01
2410062,Iog Anggraini,2024,Sains Data,AKTIF,Yogyakarta,2024-08-01
2410063,Gin Rahmawati,2024,Sains Data,Cuti,Bandung,2024-08-01
2410064,Pon Nugroho,2024,Sains Data,do,Bandung,2024-08-01
2410065,Bil Maulana,2024,Sains Data,Lulus,Makassar,2024-08-01
2410066,Gum Nugroho,2024,Sains Data,do,Makassar,2024-08-01
2410067,Gon Firdaus,2024,Sains Data,cuti,Jakarta,2024-08-01
2410068,Tem Wijaya,2024,Sains Data,lulus,Semarang,2024-08-01
2410069,Dul Firdaus,2024,Sains Data,Cuti,Kupang,2024-08-01
2410070,Sih Wijaya,2024,Sains Data,aktif,Makassar,2024-08-01
2410071,Lem Kusuma,2024,Sains Data,lulus,Bandung,2024-08-01
2410072,Wus Maulana,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410073,Ret Wulandari,2024,Sains Data,Cuti,,2024-08-01
2410074,Iem Saputra,2024,Sains Data,lulus,Jakarta,2024-08-01
2410075,Won Putra,2024,Sains Data,aktif,Kupang,2024-08-01
2410076,Lel Anggraini,2024,Sains Data,Lulus,Semarang,2024-08-01
2410077,Kep Rahmawati,2024,Sains Data,do,Kupang,2024-08-01
2410078,Fak Firdaus,2024,Sains Data,cuti,Semarang,2024-08-01
2410079,Ian Wijaya,2024,Sains Data,Lulus,Yogyakarta,2024-08-01
2410080,Jer Pratama,2024,Sains Data,Cuti,Yogyakarta,2024-08-01
2410081,Fal Rahmawati,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410082,Yiy Rahmawati,2024,Sains Data,do,Medan,2024-08-01
2410083,Eot Hidayat,2024,Sains Data,do,Makassar,2024-08-01
2410084,Fed Sari,2024,Sains Data,Aktif,Bandung,2024-08-01
2410085,Aip Wulandari,2024,Sains Data,Cuti,Makassar,2024-08-01
2410086,Iip Kusuma,2024,Sains Data,Lulus,Bandung,2024-08-01
2410087,Mek Maulana,,Sains Data,AKTIF,Surabaya,2024-08-01
2410088,Pun Ramadhan,2024,Sains Data,aktif,Kupang,2024-08-01
2410089,Sag Saputra,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410090,Kit Hidayat,2024,Sains Data,lulus,Surabaya,2024-08-01
2410091,Kab Saputra,2024,Sains Data,Aktif,Makassar,2024-08-01
2410092,Pew Anggraini,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410093,Iup Hidayat,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410094,Sad Sari,2024,Sains Data,Cuti,Medan,2024-08-01
2410095,Cuw Firdaus,,Sains Data,cuti,Kupang,2024-08-01
2410096,Rop Wulandari,2024,Sains Data,cuti,Medan,2024-08-01
2410097,Cap Nugroho,2024,Sains Data,do,Yogyakarta,2024-08-01
2410098,Jiw Saputra,2024,Sains Data,Lulus,Kupang,2024-08-01
2410099,Fil Ramadhan,2024,Sains Data,Aktif,Surabaya,2024-08-01
2410100,Kah Saputra,2024,Sains Data,Aktif,Kupang,2024-08-01
2410101,Wer Anggraini,2024,Sains Data,AKTIF,Jakarta,2024-08-01
2410102,Pum Lestari,2024,Sains Data,cuti,Medan,2024-08-01
2410103,Jap Lestari,2024,Sains Data,Lulus,Surabaya,2024-08-01
2410104,Juh Lestari,2024,Sains Data,lulus,Surabaya,2024-08-01
2410105,His Wijaya,2024,Sains Data,do,Yogyakarta,2024-08-01
2410106,Fir Firdaus,2024,Sains Data,Lulus,Bandung,2024-08-01
2410107,Cog Lestari,2024,Sains Data,cuti,Semarang,2024-08-01
2410108,Dig Maulana,2024,Sains Data,lulus,Makassar,2024-08-01
2410109,Eiy Ramadhan,2024,Sains Data,cuti,Semarang,2024-08-01
2410110,Yur Nugroho,2024,Sains Data,lulus,Medan,2024-08-01
2410111,Fuh Saputra,2024,Sains Data,aktif,Semarang,2024-08-01
2410112,Dey Anggraini,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410113,Tey Pratama,2024,Sains Data,Lulus,Kupang,2024-08-01
2410114,Mih Saputra,2024,Sains Data,Cuti,Bandung,2024-08-01
2410115,Eay Lestari,2024,Sains Data,Cuti,Medan,2024-08-01
2410116,Hik Pratama,2024,Sains Data,aktif,Yogyakarta,2024-08-01
2410117,Bad Saputra,,Sains Data,do,Jakarta,2024-08-01
2410118,Pir Wijaya,2024,Sains Data,Lulus,Kupang,2024-08-01
2410119,Ean Ramadhan,2024,Sains Data,Lulus,Semarang,2024-08-01
2410120,Bep Ramadhan,2024,Sains Data,do,Medan,2024-08-01
2410121,Dig Kusuma,2024,Sains Data,Aktif,Makassar,2024-08-01
2410122,How Anggraini,2024,Sains Data,Aktif,Bandung,2024-08-01
2410123,Wuy Ramadhan,2024,Sains Data,lulus,Makassar,2024-08-01
2410124,Ter Rahmawati,2024,Sains Data,Cuti,,2024-08-01
2410125,Cag Lestari,2024,Sains Data,do,Surabaya,2024-08-01
2410126,Map Sari,2024,Sains Data,Lulus,Yogyakarta,2024-08-01
2410127,Wup Nugroho,2024,Sains Data,Lulus,Surabaya,2024-08-01
